Year,Date,Time,Operator,Flight,Fatalities,Summary,Location,Latitude,Longitude,geometry
1961,7/8/1961,19:00,Aeroflot,411,9,The plane ran out of fuel and crash landed. Crew did not refuel at Kazan.,"Sverdlovsk, Russia",56.839104,60.60825,POINT (56.83910400000001 60.60825)
1961,7/10/1961,10:43,Aeroflot,381,1,Hit apporach lights while trying to land in heavy rain.,"Odessa, Ukraine, USSR",46.458713,30.728374,POINT (46.458713 30.728374)
1961,7/11/1961,11:36,United Air Lines,859,17,"Following takeoff from Omaha, hydraulic difficulties were experienced. The flight was continued to Denver where the aircraft experienced asymmetrical reverse thrust while landing and crashed into a maintenance truck and burned. Asymmetrical thrust during the landing attempt due to a hydraulic emergency.  Numbers 1 & 2 thrust reversers failed.  The crew failed to activate the back-up high-pressure air bottle used to hold the reverse ejectors in the extended position during a hydraulic emergency.  Poor evacuation procedures.  A contributing factor was the  failure of the first officer to monitor the thrust reverse indicator lights when applying reverse thrust and the crew's lack of training and knowledge on the aircraft's hydraulic system. The driver of the maintenance truck was killed.","Denver, Colorado",39.7392364,-104.9848623,POINT (39.7392364 -104.9848623)
1961,7/12/1961,1:29,Ceskoslovenske Aerolinie,511,72," On reaching Rabat, the plane was diverted to Casablanca because of poor ground visibility. Conditions at Casablanca were a little better but the plane overshot the runway on its first approach. With worsening conditions the pilot asked to land at the U.S. Air Force base at Nouasseur. While the tower was seeking permission, the pilot saw a window of opportunity and tried again to land at Casablanca. The aircraft crashed into a hillside and burned eight miles short of the runway.","Casablanca, Morocco",33.5950627,-7.6187768,POINT (33.59506270000001 -7.6187768)
1961,7/19/1961,8:00,Aerolineas Argentinas,,67,The aircraft disintegrated in flight following the application of loads in excess of the design loads. The aircraft entered an area of extreme turbulence and was struck by lightning.,"Azul, Argentina",-36.7771304,-59.8630424,POINT (-36.7771304 -59.8630424)
1961,7/21/1961,2:11,Alaska Airlines,,6,"Undershot the runway by 200 feet, crashed and burned. Absence of approach and runway lights. Lack of guidance from air traffic controller during last stages of flight.","Shemya, Alaska",52.72274555,174.1003202,POINT (52.72274555 174.100320244832)
1961,8/6/1961,,Malev Hungarian Airlines,,27,The aircraft crashed between a row of houses while on a sightseeing flight. Inattention of crew to duties. Pilots had 2 companions in the cabin during the entire flight and performed forbidden maneuvers including one sharp turn which resulted in  lost control of the aircraft.,"Budapest, Hungary",47.4983815,19.0404707,POINT (47.4983815 19.0404707)
1961,8/9/1961,17:30,Cunard Eagle Airways,,39,Crashed into a mountain18 nm northeast of Stravanger Airport.  Deviation from prescribed course. Cause unknown.,"Sola, Norway",58.88208225,5.356254245,POINT (58.88208225 5.35625424538838)
1961,8/23/1961,20:02,Turkish Airlines THY,,28,Crashed during approach. During the approach to the airport the aircraft was not in the normal pattern and was below the normal altitude.,"Ankara, Turkey",39.9207774,32.854067,POINT (39.9207774 32.854067)
1961,8/29/1961,18:22,Eastern Provincial Airways,,1,"An in-flight fire, initiated and sustained by a severe fuel leak. The fuel leak was caused by the locking of a carburetor drain plug to unscrew.","Kangerlussuaq, Greenland",67.009959,-50.6922261,POINT (67.00995899999999 -50.6922261)
1961,9/1/1961,2:05,Trans World Airlines,529,78,The aircraft crashed and burned in a field 10 miles west of Midway Airport. The airliner had taken off from Midway headed for Las Vegas. Loss of a 5/16 inch steel bolt from the elevator boost system which caused the elevator to move to its full upward position creating a stall and loss of control of the aircraft.,"Hinsdale, Illinois",41.794528,-87.92761808,POINT (41.794528 -87.9276180824577)
1961,9/5/1961,,Ethiopian Airlines,,5,Malfunctioning propeller. The pilot tried to turn back for an emergency landing but  the plane stalled and crashed.,"Sendafa, Ethiopia",9.155868,39.023811,POINT (9.155868 39.023811)
1961,9/6/1961,,REAL Transportes Aereos,,4,"The aircraft crashed into high terrain, 1,500 meters short of the runway in adverse weather conditions. Probable cause: Continuation of visual filght in adverse weather conditions.","Concordia, SC, Brazil",-27.2312011,-52.0231024,POINT (-27.2312011 -52.0231024)
1961,9/6/1961,,Lineas Aéreas Costarricenses,,2,Cargo plane crashed.,"Cerro del Aernal, Costa Rica",24.783501,-107.392986,POINT (24.783501 -107.392986)
1961,9/10/1961,3:55,President Airlines,,83,The aircraft crashed into the Shannon River shortly after taking off in fog. Possible fault with the artificial horizon or aircraft's aileron tabs. Contributing factor was the weather and crew fatigue.,"Shannon, Ireland",52.7104544,-8.8788366,POINT (52.7104544 -8.8788366)
1961,9/12/1961,22:09,Air France,2005,77,"The aircraft crashed and burned while attempting to land at Sale Airport. With its landing gear down and flaps partially extended, the plane struck the ground in a slight nose-down attitude. Possible misread altimeter.","Rabat, Morocco",34.022405,-6.834543,POINT (34.022405 -6.834542999999999)
1961,9/17/1961,8:57,Northwest Orient Airlines,706,37,"Takeoff and Initial climb appeared to be normal, but at approximately 200 feet a shallow turn to the right continued into a gradually increasing bank of about 85 to 90 degrees. While in the turn, the crew made a short, garbled transmission indicating alarm. During the latter part of the turn a gradual descent began and, two minutes after taking off, the aircraft struck the ground. Mechanical failure in the aileron primary control system due to an improper replacement of the aileron boost assembly, resulting in a loss of lateral control of the aircraft at an altitude too low to effect recovery.","Chicago, Illinois",41.8755616,-87.6244212,POINT (41.87556160000001 -87.6244212)
1961,9/17/1961,22:13,Transair Sweden,,16,"The aircraft crashed into the jungle approximately 9 miles from the destination airport. UN Secretary General, Dag Hammarskjöld, 56, killed. The aircraft was allowed to descend too low, resulting in striking trees and crashing. Although the United Nations released a statement that no evidence of sabotage was found, rumors persist about this accident alleging that the victims were shot prior to the crash or that a bomb onboard exploded. A recent report in 2011 sites pilot fatigue as the cause of the accident.","Ndola, Zambia",-12.9693056,28.6365894,POINT (-12.9693056 28.6365894)
1961,9/23/1961,18:02,Turkish Airlines (THY),,28,"Crashed into high terrain on approach, 18 kms from Ankara Airport. The aircraft was not in a normal flying  pattern and below normal altitude.","Ankara, Turkey",39.9207774,32.854067,POINT (39.9207774 32.854067)
1961,10/7/1961,2:00,Derby Aviation,,34,Crashed into Mt. Canigou while descending to land. Navigational error.,"Mt. Canigou, France",42.5477083,2.389452819,POINT (42.5477083 2.38945281882753)
1961,10/10/1961,,Military - Royal Air Force,,17,The plane stalled and crashed during takeoff.,"El Adem, Libya",32.5863209,13.0241627,POINT (32.5863209 13.0241627)
1961,11/1/1961,2:15,Panair do Brasil,,45,"The flight crashed into a hill during approach. Pilot error. Improper evaluation of distance, flying a non-standard traffic pattern by night and failing to observe altitude minima during the final approach.","Recife, Brazil",-8.0641931,-34.8781517,POINT (-8.064193099999999 -34.8781517)
1961,11/1/1961,14:26,Silver City Airways,,2,Failed to gain altitude after a missed approach and crashed. The malfunctioning of the automatic pitch coarsening unit of the starboard propeller. This deprived the captain of the necessary degree of control of the aircraft at a critical stage of the flight.,"Les Prevosts, Guernsey",49.4464443,-2.6043466,POINT (49.4464443 -2.6043466)
1961,11/8/1961,21:24,Imperial Airways,201/8,76,"Flown under a military contract, several procedural errors by the crew caused the loss of 2 engines. After several more errors, the aircraft crashed into a wooded area. Most deaths from post-impact fire and CO.  Lack of command coordination and decision, faulty judgement and insufficient knowledge that led to an emergency situation. In addition there were faulty maintenance procedures. The carrier's license was revoked 6 weeks after the crash.","Richmond, Virginia",37.5385087,-77.43428,POINT (37.53850870000001 -77.43428)
1961,11/11/1961,,Air Haiti International,,3,Went missing en route in the Caribbean Sea.,Puerto Rico,18.2214149,-66.4132818,POINT (18.2214149 -66.4132817951385)
1961,11/21/1961,11:55,Bay of Plenty Airways,92,6,"The pilot flew too close to the summit of Mt Ruapehu and due either to turbulence or some pilot maneuver, the starboard propeller struck a rock outcrop on the mountain, bending the blade tips forward and causing vibration, which weakened the wing and led to its rapid structural failure of the aircraft.","Mt Ruapehu, North Island, New Zealand",51.493671,-1.98467,POINT (51.493671 -1.98467)
1961,11/22/1961,,Rhodesian Air Services,,3,"The aircraft was on a charter flight to Livingstone to pick up United Nations troops on leave and take them back to Elizabethville. It took off from Salisbury Airport, and shortly after take-off suddenly dipped its right wing. After a slow recovery, it climbed away to between 100 - 150 ft and then went into a turn to the left with the port propeller windmilling. This turn continued to get steeper until the aircraft rolled over and dived inverted to the ground . The accident was caused by failure of the pilot to execute a successful single engine forced landing after concluding that there had been a power loss in the port engine. Evidence indicated that a failure of the port engine did not, in fact, occur. The pre-take-off rudder trimmer check was not carried out correctly as laid down in the checklist, and the aircraft took off with full left rudder trim applied. Once airborne this was misinterpreted as port engine failure, and the port propeller was feathered. No apparent action was taken by the pilot to correct the ensuing critical speed yaw.","Harare, Zimbabwe",-17.831773,31.045686,POINT (-17.83177300000001 31.045686)
1961,11/23/1961,5:40,Aerolineas Argentinas,,52,"After reaching an altitude of about 100 m, the aircraft lost altitude, collided with a eucalyptus forest and was destroyed. Pilot error. Failure to operate under IFR in adverse weather conditions at night. Failure to follow the climb procedure.","Campinas, Brazil",-22.90556,-47.06083,POINT (-22.90556 -47.06083)
1961,11/23/1961,,Military - Força Aérea Portuguesa,,21,,Sao Tomé,0.3389242,6.7313031,POINT (0.3389242 6.7313031)
1961,11/30/1961,19:25,Ansett ANA,,15,"Crashed 9 minutes after taking off, into Botany Bay, 3 miles south of the airport . In-flight structural failure due to turbulence.","Sydney, NSW, Australia",-33.8548157,151.2164539,POINT (-33.8548157 151.2164539)
1961,12/4/1961,12:30,Lufthansa,,3,Crashed into an open field in a steep dive after attempting an emergency landing.,"Mainz, Germany",50.0012314,8.2762513,POINT (50.0012314 8.276251299999998)
1961,12/12/1961,8:45,Military - Belgian Air Force,,13,Midair collision between two C-119s.,"Chievres, Belgium",50.5879821,3.8056885,POINT (50.5879821 3.8056885)
1961,12/15/1961,11:00,Lanica,,2,The cargo plane cashed while attempting to land. Shifting cargo.,"Managua, Nicaragua",12.1459907,-86.2746665,POINT (12.1459907 -86.27466650000002)
1961,12/17/1961,16:00,Aeroflot,245,59,The plane made an unconcrolled dive and crashed into a snow covered field. The flight engineer inadvertently caused the flaps to be selected to 40 degrees.,"Chebotovka, Russia",48.6498169,39.9945863,POINT (48.6498169 39.99458629999999)
